,Text
4125,Ok what's the oppsite of Mary Sue anyways. bc I always create this kind of character. including the one on my pfp
4126,"@PatrickEireAew @Gareth_EW Kinda been down on Ogogo, I feel his lost a lot of aura now his moved to doing more wrestling."
4127,@quackity4k im missing this and that makes me kinda sad but QUACKITY im hoping that i pass this exam i have in a fe… https://t.co/oZ8v2gySKY
4128,"Greene you stupid slut.
Michael Rapaport ROASTS Majorie Taylor Greene in the best way ever, comp... https://t.co/j3s1EthBIn via @YouTube"
4129,"RT @gikwaniey: Highlight played animal kingdom games. Once they played, all they remember just their own animal's name but forgetting membe…"
4130,@NebDefi @Avax_8510 @cryptrus It´s only a theoretical game for me since I´m All In since ages and staking but it´s… https://t.co/tjjVjMB8pX
4131,RT @safetycloset: anyways I guess buy some N95s while they're still available &amp; get your booster if you're eligible (or your first two dose…
4132,"RT @KittyBrat13: No shave November is over, but I think the bush should stay 😏
Retweet if you agree 😝 https://t.co/ope3GckomK"
4133,RT @Auntkoala: @jamy28 @NewPatchMomma @CheriDiNovo and Doug had a $5 billion deficit of his own before Covid hit. Plus court cases he lost…
4134,@FerdyOmondi @RiazGilani Useless actions. A third of what we buy there can be found at the village kiosk
4135,"@GazetteNGR Meaning what, they should stand like tree and watch being killed 🤣🤣🤣🤣🤣🤣🤣🤣🤣
Oloriburuku guvnor hope same… https://t.co/yp1mV7IYm2"
4136,RT @sweeet_kendy: @tha_dhlamini Its useless to hope for this kind of loyalty from a guy...so i cheat before he cheats on me..have undercove…
4137,"RT @blackwhiteALL: The CDC is basically admitting vaccine mandates and masks are virtually useless with Omicron. But, will our local govern…"
4138,"RT @IAmJohnAles: I feel like we should be able to ring a bell and see this gentle, sweet follow, The Great Aggregator, TG, to 80,000 before…"
4139,"@ErricoJuanita Supposedly bed, my mind said I was tired, it lied."
4140,"REST IN PEACE🥀

#WarCrimesOfJunta
#Dec28Coup   
#WhatsHappeningInMyanmar https://t.co/owTUBw4TAb"
4141,"@mtgreenee People are tired of your BS!  Speaking of psychopaths, have you looked in the mirror lately?"
4142,Starting to post random stats like baseball 🎣🎣
4143,Anti-vaxxers are exhausting.
4144,feel like I tweet this every month &amp; no one cares but  I’m backkk active
4145,"*aot OVA AOT di iq1yi trnyta sudah lengkap, ada 8 eps. Eps 1 2 Wall Sina, eps 3 4 No Regrets, eps 5 lost in the cru… https://t.co/MpDGtZD1ap"
4146,RT @swoop_de_doop: anyone else get anxiety so bad that it lingers through the entirety of the day &amp; now going to sleep is impossible bc you…
4147,"@Devereaux_RBW My kids had a cold, my friends are having cold…no one is testing. I will only test to do my stupid P… https://t.co/KLxx6pEIvI"
4148,Can we call it a loan? On a debt that I owe on a bet that I lost
4149,RT @BillKristol: “Liz Cheney…is now persona non grata in the GOP because she is willing to defend the Constitution and the rule of law…When…
4150,"@FakeDawnSummers He put that stupid Covid policy in place, right? That's on him. He's an ass.  I have a new ass. Her name is Michelle Wu."
4151,"For a few weeks, I forgot @GlennYoungkin was governor of Virginia and there was peace. 

Now I’m reminded of it and… https://t.co/T24Sq7rlmn"
4152,I should update my ref sheet tomorrow. I'll go back to making comms after that
4153,RT @lavern_spicer: This is what giving a damn looks like.
4154,This guy said the Browns were going to win 3 games this year haha so a season long play of great offense last year… https://t.co/HIidz2nqbL
4155,I am so angry and so tired.
4156,"@mtaibbi “Parenting” is too generalized a term to be comparable. Certainly, distinct aspects and questions on paren… https://t.co/bFdTIDE6qb"
4157,"another night, another clowning again. imagine how tired we are"
4158,RT @gtkcrypto: I lost count of how many partnerships $coti has … https://t.co/QnZfJXIHY5
4159,@AstolfoRideMe @realNaveenM @NBA @dallasmavs I dont see why they trade Lillard ....they should blow out the Roster.… https://t.co/3QiRqXi8kw
4160,RT @SaadCulehameed: We have lost many dear ones because of medical negligence. Everyone please speak up now or one day you will lose your l…
4161,@mydogchoupette Our hearts are broken. We’re so sorry you lost your battle with renal disease. We will miss seeing… https://t.co/3CYpEvf7xt
4162,@thewishfool I knoww seriously and I loved that they made him have all the tropes the leading woman usually has lik… https://t.co/6W9elUKlr8
4163,"RT @SVT_Fancafe: [#SEUNGKWAN🌟 Weverse]
211228 comment

➸ I'm touched, I should do horanghae today, horanghae♡ 

#승관 #SEVENTEEN #세븐틴 @pledis…"
4164,"@wayneresnick640  You just lost me this morning, Wayne. Poem talk, Playboys on night stand, etc. just went on too long."
4165,"@SilentPrune @TikTokSupport That’s so stupid, I don’t get why people have to have it out for the little guys."
4166,"RT @Marvfess: marv! 
lost his father
lost his mother
lost his hammer
lost his best friends
lost half the asgardians
lost his brother https:…"
4167,@SensibleUtd #OleAtTheWheels then... that's the basics y'all screamed wasn't good enough. Now that's how y'all sugg… https://t.co/FZvGiOTJs8
4168,"I’m not going to pretend Twitter promotes healthy interaction, and I can sympathise with anyone tired of being yell… https://t.co/hFdOFxRUwy"
4169,"@vatanyahuts @TerkehhBsc @TrustWallet @WazirXIndia @MetaMask I had the same issue,
But it was resolved immediately… https://t.co/hg3xdGa8xY"
4170,"RT @amil: So much loss and grief this year, so much time lost with the people we love, so much anxiety and stress and shame and fear so muc…"
4171,"I am sad😭 really like your picture…
Okay Thank you 🙏 pls have a rest! https://t.co/a5r8lN4jt4"
4172,"@WittyKittyVixxy Is it?

He has affirmed that he indeed put Shruti in a lodging.. He has admitted that she is his f… https://t.co/rj8KQg4Yar"
4173,@WakaFlocka @opensea Congrats on the stupid prizes
4174,Should I make a yennefer from Witcher
4175,RT @FirstGentleman: Issa and Lawrence damaged so many people in the process of trying to figure their shit out. They could have just went t…
4176,It was stupid of me to think I did something wrong
4177,RT @contentbirder: I've been falling in love with spotted owlets over and over again for 8 years. But I'm still haunted by the guilt of for…
4178,"RT @bhobieee: Hopeless @designbyhumans by @Boby_Berto https://t.co/vRYYnAzCfg
#skull #butterfly #hopeless #white #digitalart #prison #tshir…"
4179,"RT @twene_jonas: Hi everyone, many people said IGP is now arresting innocent people who demonstrate again bad roads so I should stop giving…"
4180,"@franksnstein @YouTube “ 🎶 Only you and you alone
Can thrill me like you do
And fill my heart with love for only yo… https://t.co/nNEy37lhpc"
4181,RT @asah1debut: dont you dare raise your tongue against treasure’s talentry. asahi alone can blow and wash your favs in one go i fear
4182,AIRPLANE 😭
4183,@destroyerdollmx @ThatKevinSmith I am going through these tweets grieving for those who lost their guys. I lost my… https://t.co/WuzKPIhz5T
4184,someone needs to do a study on the correlation between being tired and being sexually charged because why whenever… https://t.co/b03PwLpGyy
4185,"RT @maxeden99: This is a very provocative and rather tragicomically hilarious piece. 

I strongly recommend that no one in the American edu…"
4186,"i'm tired of being careful, gentle, trying to keep the water warm, let me under your skin!"
4187,@news7tamil @INCTamilNadu @arivalayam @BJP4TamilNadu @mkstalin Are we stupid to listen to this debate ##DMK = BJP
4188,"RT @DoreJayne: Do these people EVER tell the truth? If they did we'd never believe them.

#BoyWhoCriedWolf"
4189,I think the craziest bolt driver/rider conversation I’ve ever seen was the one the driver said ‘my car is not braki… https://t.co/Zkon9HHkea
4190,RT @BenofB: I really don’t understand the het &amp; mostly white thing where you’re supposed to act like you hate your spouse. My wife is dope…
4191,"RT @XennDad: Home Alone 2      My kids
                        🤝
             Sticky Bandits"
4192,"Wow, I am tired today!!

Most of the work I need to get done is solid for this Friday's @KosherPigNFT collab drop… https://t.co/guOcGaOiVJ"
4193,6 years has passed since we lost a legend. #Lemmy #Motorhead https://t.co/69jVcPNXFz
4194,RT @nocontextjohnny: “why do we have to skirt around lies? i can’t and no one should accept anything but the truth.” - johnny depp https://…
4195,"RT @esssdabest: 💌 messages for gemini, virgo, pisces &amp; sagittaurus placements 

•“if u need a hero just look in the mirror… cause everybody…"
4196,"@angrybuddhist68 @dawgalova Wow between the antisemites and the bots liking your tweet, your mother must be so prou… https://t.co/BwXyjRUBjy"
4197,"@dwikimic kamu mau tau gk?I like you but I'm insecure with your ex, I'm not as beautiful as him I know myself.😌"
4198,RT @shruj7988: The anxiety before posting pictures on instagram is real
4199,"RT @lolamaoXD: Prevent Dreamphobia? You mean prevent us laughing at your Buffoon ass?

I'll say it again. This Mfs ain't valid. Not a bit."
4200,"RT @JoyAnnReid: Thank God for @jelani9. Thank God for actual historians, who can correct the record on the importance and ultimate subjecti…"
4201,"I think we should know each other’s names before unknowingly jumping into their arms, should we not?"
4202,"RT @SouthyHun: If you take anything from this series, let it be to put effort and energy into your friendships. We focus way too much on ro…"
4203,Growing up I hv realized it’s never problem is always within the person saying shit abt u it’s either they r insecu… https://t.co/21vvbgTbpg
4204,"RT @BoxingHistory: ""I didn't show it, but I was in pain,"" Muhammad Ali said. ""If I let on that I was hurting so bad, [Antonio Inoki] would…"
4205,"RT @aesomia_: Childe got a ""gift"" from somewhere to Northland Bank
""Why does this receipt has ""128√e980""? Is this really math?""
#Childe 
Sh…"
4206,"RT @servedomUK: Should I start a RIP OFF Onlyfans?

Only the most pathetic and worthless little betas will subscribe. Imagine how hard you’…"
4207,"If he wants to be using the car for business, I’d suggest you buy it for him if you can"
4208,RT @zhivago1980: @lsferguson @1catherinesiena Hundreds of thousands in the US alone.
4209,"@Antoxnz @DaRealMiniToon AWESOME

i think you should tag tenuous"
4210,we’ve lost
4211,"RT @kookies_koka: “Ask A LOT OF QUESTIONS” 

I remember my manager telling me that the first three months is the only time you’re allowed t…"
4212,"RT @DeepanshPro: LOST LOVE is Out Now !!! ❤🙏

#LostLove #DeepanshuParashar

Link : https://t.co/3amYl4LZ0Q"
4213,"RT @UTDkingsley: Cavani fluked an equalizer, missed a sitter and a big chance against Newcastle yesterday.. all I'm saying if that was #9 t…"
4214,"RT @MDiminsion: @SarahFiliKETV Hm, I believe if one is willing to try it should not matter where because if l you are not interested you wi…"
4215,"RT @Riya_54: Umar just lost a gem!

Karan you deserve better friends! I hope someone (caller or SK) tells you this

 #TejRan"
4216,RT @johnpecco1: @bennyjohnson If they were flipping over tables and looting the restaurant they would of been left alone. https://t.co/Xmuj…
4217,RT @exilewoman: Listening to one direction songs whenever I'm sad or mad makes me feel happy again
4218,i think i should end this
4219,"“ugh, w-why am I in this stupid maid dress!” https://t.co/A4EFXd0KdB"
4220,"It’s going ok, a lil stuck but I’ll pull through😕"
4221,"RT @JoJoFromJerz: @davenewworld_2 Yo Monica,
It’s me Mitch.
Sup. We fought hard at the Battle for BK. We lost Nicky to a chicken fry incide…"
4222,"RT @DougKlaaJohnson: @Chesschick01 Between increases in undiagnosed/untreated illnesses/conditions, alcohol/drug abuse/overdose, domestic v…"
4223,"@Ssra1G Well,he should have drinked it i suppose😇"
4224,"You have no idea, Malik. But tell me where they've been seen; I should be after him before he slips away."
4225,literally gave someone 100% permission to end my shit &amp; i’m STILL here 🙃
4226,"@Kazzlar_COYS Afternoon gorgeous. So much shit on here lately and everyone seems stressed. It's simple, just be nic… https://t.co/M6j0zRea1I"
4227,"RT @IAMNJERA: We’ll be talking about Insecure the same way we still talk about A Different World, Living Single, Girlfriends, etc. for year…"
